0,1,10,11,2,3,4,5,7,8,9,Primary Contact City,Program Start Date,Program Title,Program Tuition Fee,Semester Description,day,level,semester,time,type,year
Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel,2024,,,,,,,Spring,7pm-9pm,6/26,Uniondale,2024-06-26,"['Create Nights - Drawing with a Drag Queen moderated by Rob Stenzel ', ' Spring 2024', ' 7pm-9pm ', ' 6/26 ']",0.0,Spring 2024,,,Spring ,7pm-9pm,Visual Arts,2024
Summer Art Adventure,One:July8-19,,,ArtistsAges11-12,,,,Session,Mature,,Hauppauge,2024-07-08,"['Summer Art Adventure ', ' Session One: July 8-19', ' Mature Artists Ages 11-12 ']",1041.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2024,,,,Abstract,Summer,7/11-8/22,Northport,2024-07-11,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Summer 2024', ' 7/11-8/22 ']",430.0,Summer 2024,Thursday,,Summer ,Thursdays 2-5pm,Visual Arts,2024
Beginner Watercolor with Liz Fusco,6:30-8:30pm,,,2024,,,,Tues,Summer,7/2-8/20,Locust Valley,2024-07-02,"['Beginner Watercolor with Liz Fusco ', ' Tues 6:30-8:30pm ', ' Summer 2024', ' 7/2-8/20 ']",323.0,Summer 2024,Tuesday,Beginner,Summer ,6:30-8:30pm,Visual Arts,2024
Summer Pre-College Portfolio Development Program,1:7/16-7/26,,,,,,,Session,,,Dix Hills,2024-07-16,"['Summer Pre-College Portfolio Development Program ', ' Session 1: 7/16-7/26']",1100.0,SAA 2024,,,SAA ,Summer Pre-College Portfolio Development Program,Visual Arts,2024
"SAA - Young Artists Ages 6-8, Session 1 ""Whiley Wiry Market"", 7/8-7/12",,,,,,,,,,,East Northport,2024-07-08,"['SAA - Young Artists Ages 6-8, Session 1 ""Whiley Wiry Market"", 7/8-7/12']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Handbuilding - Plan to Technique with Laura Peters,10am-1pm,,,2024,,,,Tues,Summer,7/2-8/20,Long Beach,2024-07-02,"['Handbuilding - Plan to Technique with Laura Peters ', ' Tues 10am-1pm ', ' Summer 2024', ' 7/2-8/20 ']",536.0,Summer 2024,Tuesday,,Summer ,10am-1pm,Sculpture,2024
"The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens",2024,,,6/291pm-4pm,,,,Spring,Saturday,,Westbury,2024-06-29,"['The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens ', ' Spring 2024', ' Saturday 6/29 1pm-4pm ']",55.0,Spring 2024,Saturday,,Spring ,6/291pm-4pm,EVERYTHING,2024
Figure Construction & Anatomy with Stu Yellin,6:00-9:00pm,,,2024,,,,Thursdays,Summer,7/11-8/22,West Babylon,2024-07-11,"['Figure Construction & Anatomy with Stu Yellin ', ' Thursdays 6:00-9:00pm ', ' Summer 2024', ' 7/11-8/22 ']",270.0,Summer 2024,Thursday,,Summer ,6:00-9:00pm,Visual Arts,2024
"SAA - Young Artists Ages 6-8, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",,,,,,,,,,,Melville,2024-07-15,"['SAA - Young Artists Ages 6-8, Session 2 ""Camouflaged Kingdom"", 7/15-7/19']",586.0,SAA 2024,,,SAA ,"SAA - Young Artists Ages 6-8, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",EVERYTHING,2024
"SAA - Young Artists Ages 6-8, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",,,,,,,,,,,Melville,2024-07-29,"['SAA - Young Artists Ages 6-8, Session 4 ""Groovy \'Florally\' Fluorescents"", 7/29-8/02']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
"SAA - Young Artists Ages 6-8, Session 1 ""Whiley Wiry Market"", 7/8-7/12",,,,,,,,,,,Melville,2024-07-08,"['SAA - Young Artists Ages 6-8, Session 1 ""Whiley Wiry Market"", 7/8-7/12']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
"SAA - Young Artists Ages 6-8, Session 5 ""Prismal Color Warp"", 8/05-8/09",,,,,,,,,,,Huntington,2024-08-05,"['SAA - Young Artists Ages 6-8, Session 5 ""Prismal Color Warp"", 8/05-8/09']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
The Painter's Path with David Peikon,2024,,,10am-1pm,-8/22,,,Summer,Thursdays,7/25,St. James,2024-07-25,"[""The Painter's Path with David Peikon "", 'Summer 2024', ' Thursdays 10am-1pm ', ' 7/25 - 8/22 ']",345.0,Summer 2024,Thursday,,Summer ,10am-1pm,Visual Arts,2024
Intermediate Watercolor with Liz Fusco,9am-11am,,,2024,,,,Tues,Summer,7/2-8/20,Freeport,2024-07-02,"['Intermediate Watercolor with Liz Fusco ', ' Tues 9am-11am ', ' Summer 2024', ' 7/2-8/20 ']",323.0,Summer 2024,Tuesday,Intermediate,Summer ,9am-11am,Visual Arts,2024
"SAA - Young Artists Ages 9-10, Session 3 ""Robot Galaxy"", 7/22-7/26",,,,,,,,,,,,2024-07-22,"['SAA - Young Artists Ages 9-10, Session 3 ""Robot Galaxy"", 7/22-7/26']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Open Studio Long Poses with Donna Harlow Moraff,1pm-4pm,,,2024,,,,Tue,Summer,7/2-8/20,Centerport,2024-07-02,"['Open Studio Long Poses with Donna Harlow Moraff ', ' Tue 1pm-4pm ', ' Summer 2024', ' 7/2-8/20 ']",237.0,Summer 2024,Tuesday,,Summer ,1pm-4pm,Visual Arts,2024
Art of the Forest: Painting Trees with Shain Bard,2024,,,10am-1pm,,,,Summer,Fri,7/5-8/23,Islip Terrace,2024-07-05,"['Art of the Forest: Painting Trees with Shain Bard ', ' Summer 2024', ' Fri 10am-1pm ', ' 7/5-8/23 ']",515.0,Summer 2024,Friday,,Summer ,10am-1pm,EVERYTHING,2024
Pastels: Beginning and Beyond with Marlene Bezich,1:30-3:30pm,,,2024,,,,Tuesdays,Spring,7/2-8/20,Locust Valley,2024-07-02,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Tuesdays 1:30-3:30pm ', ' Spring 2024', ' 7/2-8/20 ']",323.0,Summer 2024,Tuesday,,Summer ,1:30-3:30pm,Visual Arts,2024
Beginner Watercolor with Liz Fusco,6:30-8:30pm,,,2024,,,,Tues,Summer,7/2-8/20,East Northport,2024-07-02,"['Beginner Watercolor with Liz Fusco ', ' Tues 6:30-8:30pm ', ' Summer 2024', ' 7/2-8/20 ']",323.0,Summer 2024,Tuesday,Beginner,Summer ,6:30-8:30pm,Visual Arts,2024
Beginners & Beyond - Ceramics with Amy Tischler,6-9pm,,,2024,,,,Tues,Summer,7/2-8/20,Greenlawn,2024-07-02,"['Beginners & Beyond - Ceramics with Amy Tischler ', ' Tues 6-9 pm ', ' Summer 2024', ' 7/2-8/20 ']",536.0,Summer 2024,Tuesday,Beginner,Summer ,6-9pm,Pottery,2024
Beginners & Beyond - Ceramics with Amy Tischler,6-9pm,,,2024,,,,Tues,Summer,7/2-8/20,Greenlawn,2024-07-02,"['Beginners & Beyond - Ceramics with Amy Tischler ', ' Tues 6-9 pm ', ' Summer 2024', ' 7/2-8/20 ']",536.0,Summer 2024,Tuesday,Beginner,Summer ,6-9pm,Pottery,2024
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2024,,,,Abstract,Summer,7/11-8/22,Valley Stream,2024-07-11,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Summer 2024', ' 7/11-8/22 ']",430.0,Summer 2024,Thursday,,Summer ,Thursdays 2-5pm,Visual Arts,2024
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2024,,,,Abstract,Summer,7/11-8/22,Valley Stream,2024-07-11,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Summer 2024', ' 7/11-8/22 ']",430.0,Summer 2024,Thursday,,Summer ,Thursdays 2-5pm,Visual Arts,2024
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2024,,,,Abstract,Summer,7/11-8/22,Valley Stream,2024-07-11,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Summer 2024', ' 7/11-8/22 ']",430.0,Summer 2024,Thursday,,Summer ,Thursdays 2-5pm,Visual Arts,2024
Pastels: Beginning and Beyond with Marlene Bezich,6-9pm,,,2024,,,,Thursdays,Summer,7/11-8/22,Glen Cove,2024-07-11,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Thursdays 6-9pm ', ' Summer 2024', ' 7/11-8/22 ']",280.0,Summer 2024,Thursday,,Summer ,6-9pm,Visual Arts,2024
Art of the Forest: Painting Trees with Shain Bard,2024,,,10am-1pm,,,,Summer,Fri,7/5-8/23,Melville,2024-07-05,"['Art of the Forest: Painting Trees with Shain Bard ', ' Summer 2024', ' Fri 10am-1pm ', ' 7/5-8/23 ']",515.0,Summer 2024,Friday,,Summer ,10am-1pm,EVERYTHING,2024
Fundamentals of Drawing with Liz Fusco,11:30am-1:30pm,,,2024,,,,Tuesdays,Summer,7/2-8/20,Sayville,2024-07-02,"['Fundamentals of Drawing with Liz Fusco ', ' Tuesdays 11:30am-1:30pm ', ' Summer 2024', ' 7/2-8/20 ']",323.0,Summer 2024,Tuesday,,Summer ,11:30am-1:30pm,Visual Arts,2024
"The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens",2024,,,6/291pm-4pm,,,,Spring,Saturday,,Hauppauge,2024-06-29,"['The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens ', ' Spring 2024', ' Saturday 6/29 1pm-4pm ']",55.0,Spring 2024,Saturday,,Spring ,6/291pm-4pm,EVERYTHING,2024
Intermediate Watercolor with Liz Fusco,9am-11am,,,2024,,,,Tues,Summer,7/2-8/20,Huntington,2024-07-02,"['Intermediate Watercolor with Liz Fusco ', ' Tues 9am-11am ', ' Summer 2024', ' 7/2-8/20 ']",323.0,Summer 2024,Tuesday,Intermediate,Summer ,9am-11am,Visual Arts,2024
Atelier Drawing and Painting with Bill Graf,2024,,,9:30am-12:30pm,,,,Summer,Saturdays,7/6-8/24,Halesite,2024-07-06,"['Atelier Drawing and Painting with Bill Graf ', ' Summer 2024', ' Saturdays 9:30am-12:30pm ', ' 7/6-8/24 ']",536.0,Summer 2024,Saturday,,Summer ,9:30am-12:30pm,Visual Arts,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Spring,Saturdays,6/29,greenlawn,2024-06-29,"['Ceramics Open Studio ', ' Spring 2024', ' Saturdays 12:30-3:30pm ', ' 6/29 ']",35.0,Spring 2024,Saturday,,Spring ,12:30-3:30pm,Pottery,2024
Advanced Wheel Throwing with Sophie Yoon,9:30am-12:30pm,,,2024,,,,Wednesdays,Summer,7/3-8/21,LLoyd Harbor,2024-07-03,"['Advanced Wheel Throwing with Sophie Yoon ', ' Wednesdays 9:30am - 12:30pm ', ' Summer 2024', ' 7/3-8/21 ']",536.0,Summer 2024,Wednesday,Advanced,Summer ,9:30am-12:30pm,Pottery,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Spring,Saturdays,6/29,Melville,2024-06-29,"['Ceramics Open Studio ', ' Spring 2024', ' Saturdays 12:30-3:30pm ', ' 6/29 ']",35.0,Spring 2024,Saturday,,Spring ,12:30-3:30pm,Pottery,2024
Intermediate Wheel Throwing with Jesus Antoshka,2024,,,10am-1pm,,,,Summer,Fridays,7/5-8/23,Northport,2024-07-05,"['Intermediate Wheel Throwing with Jesus Antoshka ', ' Summer 2024', ' Fridays 10am-1pm ', ' 7/5-8/23 ']",586.0,Summer 2024,Friday,Intermediate,Summer ,10am-1pm,Pottery,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Spring,Saturdays,6/29,South Salem,2024-06-29,"['Ceramics Open Studio ', ' Spring 2024', ' Saturdays 12:30-3:30pm ', ' 6/29 ']",35.0,Spring 2024,Saturday,,Spring ,12:30-3:30pm,Pottery,2024
Wheel Throwing for Teens with Ruth Lowenberg,3:30pm-5:00pm,,,2024,,,,Thursdays,Summer,7/11-7/25,Greenlawn,2024-07-11,"['Wheel Throwing for Teens with Ruth Lowenberg ', ' Thursdays 3:30pm-5:00pm ', ' Summer 2024', ' 7/11-7/25 ']",113.0,Summer 2024,Thursday,,Summer ,3:30pm-5:00pm,Pottery,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Spring,Saturdays,6/29,Northport,2024-06-29,"['Ceramics Open Studio ', ' Spring 2024', ' Saturdays 12:30-3:30pm ', ' 6/29 ']",35.0,Spring 2024,Saturday,,Spring ,12:30-3:30pm,Pottery,2024
Intermediate Wheel Throwing with Jesus Antoshka,2024,,,10am-1pm,,,,Summer,Fridays,7/5-8/23,East Northport,2024-07-05,"['Intermediate Wheel Throwing with Jesus Antoshka ', ' Summer 2024', ' Fridays 10am-1pm ', ' 7/5-8/23 ']",586.0,Summer 2024,Friday,Intermediate,Summer ,10am-1pm,Pottery,2024
Beginners & Beyond - Ceramics with Amy Tischler,6-9pm,,,2024,,,,Tues,Summer,7/2-8/20,greenlawn,2024-07-02,"['Beginners & Beyond - Ceramics with Amy Tischler ', ' Tues 6-9 pm ', ' Summer 2024', ' 7/2-8/20 ']",536.0,Summer 2024,Tuesday,Beginner,Summer ,6-9pm,Pottery,2024
The Painters Path with David Peikon,1:30-4:30pm,,,2024,,,,Thursday,Summer,7/25-8/22,East Islip,2024-07-25,"['The Painters Path with David Peikon ', ' Thursday 1:30-4:30pm ', ' Summer 2024', ' 7/25-8/22 ']",345.0,Summer 2024,Thursday,,Summer ,1:30-4:30pm,Visual Arts,2024
Young Artists Ceramic Hand Building with Rachel Woelfel,2024,7/6-8/24,,9:30-11am,6-10,,,Summer,Saturday,Ages,Patchogue,2024-07-06,"['Young Artists Ceramic Hand Building with Rachel Woelfel ', ' Summer 2024', ' Saturday 9:30-11am ', ' Ages 6-10 ', ' 7/6-8/24 ']",247.0,Summer 2024,Saturday,,Summer ,9:30-11am,EVERYTHING,2024
Beginners & Beyond - Ceramics with Amy Tischler,6-9pm,,,2024,,,,Tues,Summer,7/2-8/20,Smithtown,2024-07-02,"['Beginners & Beyond - Ceramics with Amy Tischler ', ' Tues 6-9 pm ', ' Summer 2024', ' 7/2-8/20 ']",536.0,Summer 2024,Tuesday,Beginner,Summer ,6-9pm,Pottery,2024
Open Studio w/Model - Short Pose,10:30am-1:30pm,7/11-8/22,,2024,Gottlieb,,,Thurs,Summer,Linda,Huntington station,2024-07-11,"['Open Studio w/Model - Short Pose ', ' Thurs 10:30am-1:30pm ', ' Summer 2024', ' Linda Gottlieb ', ' 7/11-8/22 ']",206.0,Summer 2024,Thursday,,Summer ,10:30am-1:30pm,Visual Arts,2024
Young Artists Ceramic Hand Building with Rachel Woelfel,2024,7/6-8/24,,9:30-11am,6-10,,,Summer,Saturday,Ages,Northport,2024-07-06,"['Young Artists Ceramic Hand Building with Rachel Woelfel ', ' Summer 2024', ' Saturday 9:30-11am ', ' Ages 6-10 ', ' 7/6-8/24 ']",247.0,Summer 2024,Saturday,,Summer ,9:30-11am,EVERYTHING,2024
Young Artists Ceramic Hand Building with Rachel Woelfel,2024,7/6-8/24,,9:30-11am,6-10,,,Summer,Saturday,Ages,Northport,2024-07-06,"['Young Artists Ceramic Hand Building with Rachel Woelfel ', ' Summer 2024', ' Saturday 9:30-11am ', ' Ages 6-10 ', ' 7/6-8/24 ']",247.0,Summer 2024,Saturday,,Summer ,9:30-11am,EVERYTHING,2024
"SAA - Young Artists Ages 6-8, Session 1 ""Whiley Wiry Market"", 7/8-7/12",,,,,,,,,,,Northport,2024-07-08,"['SAA - Young Artists Ages 6-8, Session 1 ""Whiley Wiry Market"", 7/8-7/12']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Advanced Wheel Throwing with Sophie Yoon,9:30am-12:30pm,,,2024,,,,Wednesdays,Summer,7/3-8/21,PALM BEACH GARDENS,2024-07-03,"['Advanced Wheel Throwing with Sophie Yoon ', ' Wednesdays 9:30am - 12:30pm ', ' Summer 2024', ' 7/3-8/21 ']",536.0,Summer 2024,Wednesday,Advanced,Summer ,9:30am-12:30pm,Pottery,2024
Summer Art Adventure,One:July8-19,,,ArtistsAges13-14,,,,Session,Mature,,Smithtown,2024-07-08,"['Summer Art Adventure ', ' Session One: July 8-19', ' Mature Artists Ages 13-14 ']",1041.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Handbuilding - Plan to Technique with Laura Peters,10am-1pm,,,2024,,,,Tues,Summer,7/2-8/20,Smithtown,2024-07-02,"['Handbuilding - Plan to Technique with Laura Peters ', ' Tues 10am-1pm ', ' Summer 2024', ' 7/2-8/20 ']",536.0,Summer 2024,Tuesday,,Summer ,10am-1pm,Sculpture,2024
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2024,,,,Abstract,Summer,7/11-8/22,Oyster Bay,2024-07-11,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Summer 2024', ' 7/11-8/22 ']",430.0,Summer 2024,Thursday,,Summer ,Thursdays 2-5pm,Visual Arts,2024
Summer Art Adventure,One:July8-19,,,ArtistsAges11-12,,,,Session,Mature,,smithtown,2024-07-08,"['Summer Art Adventure ', ' Session One: July 8-19', ' Mature Artists Ages 11-12 ']",1041.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Advanced Wheel Throwing with Sophie Yoon,6pm-9pm,,,2024,,,,Wednesdays,Summer,7/3-8/21,Oyster Bay,2024-07-03,"['Advanced Wheel Throwing with Sophie Yoon ', ' Wednesdays 6pm-9pm ', ' Summer 2024', ' 7/3-8/21 ']",536.0,Summer 2024,Wednesday,Advanced,Summer ,6pm-9pm,Pottery,2024
Advanced Wheel Throwing with Sophie Yoon,6pm-9pm,,,2024,,,,Wednesdays,Summer,7/3-8/21,,2024-07-03,"['Advanced Wheel Throwing with Sophie Yoon ', ' Wednesdays 6pm-9pm ', ' Summer 2024', ' 7/3-8/21 ']",536.0,Summer 2024,Wednesday,Advanced,Summer ,6pm-9pm,Pottery,2024
Beginners & Beyond - Ceramics with Amy Tischler,6-9pm,,,2024,,,,Thursdays,Summer,7/11-8/22,Smithtown,2024-07-11,"['Beginners & Beyond - Ceramics with Amy Tischler ', ' Thursdays 6-9pm ', ' Summer 2024', ' 7/11-8/22 ']",536.0,Summer 2024,Thursday,Beginner,Summer ,6-9pm,Pottery,2024
Pastels: Beginning and Beyond with Marlene Bezich,6-9pm,,,2024,,,,Thursdays,Summer,7/11-8/22,Melville,2024-07-11,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Thursdays 6-9pm ', ' Summer 2024', ' 7/11-8/22 ']",280.0,Summer 2024,Thursday,,Summer ,6-9pm,Visual Arts,2024
Handbuilding - Plan to Technique with Laura Peters,10am-1pm,,,2024,,,,Tues,Summer,7/2-8/20,Dix Hills,2024-07-02,"['Handbuilding - Plan to Technique with Laura Peters ', ' Tues 10am-1pm ', ' Summer 2024', ' 7/2-8/20 ']",536.0,Summer 2024,Tuesday,,Summer ,10am-1pm,Sculpture,2024
Creative Cartooning & Realistic Drawing with Lori Hochberg,,7/2-8/20,Tues,2024,8-12,,,5:30-7:00pm,Summer,Ages,Dix Hills,2024-07-02,"['Creative Cartooning & Realistic Drawing with Lori Hochberg ', '5:30-7:00pm', ' Summer 2024', ' Ages 8-12 ', ' 7/2-8/20 ', '  Tues ']",285.0,Summer 2024,Tuesday,,Summer ,5:30-7:00pm,Visual Arts,2024
Creative Cartooning & Realistic Drawing with Lori Hochberg,,7/2-8/20,Tues,2024,8-12,,,5:30-7:00pm,Summer,Ages,Dix Hills,2024-07-02,"['Creative Cartooning & Realistic Drawing with Lori Hochberg ', '5:30-7:00pm', ' Summer 2024', ' Ages 8-12 ', ' 7/2-8/20 ', '  Tues ']",285.0,Summer 2024,Tuesday,,Summer ,5:30-7:00pm,Visual Arts,2024
Creative Cartooning & Realistic Drawing with Lori Hochberg,,7/2-8/20,Tues,2024,8-12,,,5:30-7:00pm,Summer,Ages,Dix Hills,2024-07-02,"['Creative Cartooning & Realistic Drawing with Lori Hochberg ', '5:30-7:00pm', ' Summer 2024', ' Ages 8-12 ', ' 7/2-8/20 ', '  Tues ']",285.0,Summer 2024,Tuesday,,Summer ,5:30-7:00pm,Visual Arts,2024
Creative Cartooning & Realistic Drawing with Lori Hochberg,,7/2-8/20,Tues,2024,8-12,,,5:30-7:00pm,Summer,Ages,East Setauket,2024-07-02,"['Creative Cartooning & Realistic Drawing with Lori Hochberg ', '5:30-7:00pm', ' Summer 2024', ' Ages 8-12 ', ' 7/2-8/20 ', '  Tues ']",285.0,Summer 2024,Tuesday,,Summer ,5:30-7:00pm,Visual Arts,2024
"SAA - Young Artists Ages 9-10, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",,,,,,,,,,,,2024-07-15,"['SAA - Young Artists Ages 9-10, Session 2 ""Camouflaged Kingdom"", 7/15-7/19']",586.0,SAA 2024,,,SAA ,"SAA - Young Artists Ages 9-10, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",EVERYTHING,2024
Creative Cartooning & Realistic Drawing with Lori Hochberg,,7/2-8/20,Tues,2024,8-12,,,5:30-7:00pm,Summer,Ages,Dix Hills,2024-07-02,"['Creative Cartooning & Realistic Drawing with Lori Hochberg ', '5:30-7:00pm', ' Summer 2024', ' Ages 8-12 ', ' 7/2-8/20 ', '  Tues ']",285.0,Summer 2024,Tuesday,,Summer ,5:30-7:00pm,Visual Arts,2024
The World of Watercolor with Ross Barbera,2024,,,10am-1pm,,,,Summer,Fri,7/5-8/23,Great Neck,2024-07-05,"['The World of Watercolor with Ross Barbera ', ' Summer 2024', ' Fri 10am-1pm ', ' 7/5-8/23 ']",515.0,Summer 2024,Friday,,Summer ,10am-1pm,Visual Arts,2024
Figure Construction & Anatomy with Stu Yellin,6:00-9:00pm,,,2024,,,,Thursdays,Summer,7/11-8/22,east northport,2024-07-11,"['Figure Construction & Anatomy with Stu Yellin ', ' Thursdays 6:00-9:00pm ', ' Summer 2024', ' 7/11-8/22 ']",270.0,Summer 2024,Thursday,,Summer ,6:00-9:00pm,Visual Arts,2024
Intermediate Wheel Throwing with Jesus Antoshka,2024,,,9:30am-12:30pm,,,,Summer,Saturdays,7/6-8/24,NY,2024-07-06,"['Intermediate Wheel Throwing with Jesus Antoshka ', ' Summer 2024', ' Saturdays 9:30am-12:30pm ', ' 7/6-8/24 ']",586.0,Summer 2024,Saturday,Intermediate,Summer ,9:30am-12:30pm,Pottery,2024
"SAA - Young Artists Ages 6-8, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",,,,,,,,,,,Dix Hills,2024-07-15,"['SAA - Young Artists Ages 6-8, Session 2 ""Camouflaged Kingdom"", 7/15-7/19']",586.0,SAA 2024,,,SAA ,"SAA - Young Artists Ages 6-8, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",EVERYTHING,2024
"SAA - Young Artists Ages 6-8, Session 3 ""Robot Galaxy"", 7/22-7/26",,,,,,,,,,,Dix Hills,2024-07-22,"['SAA - Young Artists Ages 6-8, Session 3 ""Robot Galaxy"", 7/22-7/26']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Book and Brush Painting with Rachel Woelfel,2024,7/6-8/24,,11:30am-12:30pm,5-7,,,Summer,Saturdays,Ages,Dix Hills,2024-07-06,"['Book and Brush Painting with Rachel Woelfel ', ' Summer 2024', ' Saturdays 11:30am-12:30pm ', ' Ages 5-7 ', ' 7/6-8/24 ']",183.0,Summer 2024,Saturday,,Summer ,11:30am-12:30pm,Visual Arts,2024
Intermediate Wheel Throwing with Jesus Antoshka,2024,,,10am-1pm,,,,Summer,Fridays,7/5-8/23,Quogue,2024-07-05,"['Intermediate Wheel Throwing with Jesus Antoshka ', ' Summer 2024', ' Fridays 10am-1pm ', ' 7/5-8/23 ']",586.0,Summer 2024,Friday,Intermediate,Summer ,10am-1pm,Pottery,2024
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2024,,,,Abstract,Summer,7/11-8/22,Hauppauge,2024-07-11,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Summer 2024', ' 7/11-8/22 ']",430.0,Summer 2024,Thursday,,Summer ,Thursdays 2-5pm,Visual Arts,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/6,Nesconset,2024-07-06,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/6 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
Book and Brush Painting with Rachel Woelfel,2024,7/6-8/24,,11:30am-12:30pm,5-7,,,Summer,Saturdays,Ages,Commack,2024-07-06,"['Book and Brush Painting with Rachel Woelfel ', ' Summer 2024', ' Saturdays 11:30am-12:30pm ', ' Ages 5-7 ', ' 7/6-8/24 ']",183.0,Summer 2024,Saturday,,Summer ,11:30am-12:30pm,Visual Arts,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/6,South Salem,2024-07-06,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/6 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
Summer Art Adventure,Two:July22-August2,,,ArtistsAges13-14,,,,Session,Mature,,Huntington Station,2024-07-22,"['Summer Art Adventure ', ' Session Two: July 22 - August 2', ' Mature Artists Ages 13-14 ']",1041.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Summer Art Adventure,One:July8-19,,,ArtistsAges13-14,,,,Session,Mature,,Huntington Station,2024-07-08,"['Summer Art Adventure ', ' Session One: July 8-19', ' Mature Artists Ages 13-14 ']",1041.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2024,,,,Abstract,Summer,7/11-8/22,Port Jefferson,2024-07-11,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Summer 2024', ' 7/11-8/22 ']",430.0,Summer 2024,Thursday,,Summer ,Thursdays 2-5pm,Visual Arts,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/13,East Northport,2024-07-13,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/13 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
All Levels Ceramics with Ruth Lowenberg,9:30am-12:30pm,,,2024,,,,Thursdays,Summer,7/11-7/25,East Northport,2024-07-11,"['All Levels Ceramics with Ruth Lowenberg ', ' Thursdays 9:30am - 12:30pm ', ' Summer 2024', ' 7/11-7/25 ']",225.0,Summer 2024,Thursday,All Levels,Summer ,9:30am-12:30pm,Pottery,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/13,East Northport,2024-07-13,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/13 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
Beginner and Intermediate Silversmithing with Marla Mencher,1-5pm,,,2024,,,,Tuesdays,Summer,8/6-8/20,Massapequa,2024-08-06,"['Beginner and Intermediate Silversmithing with Marla Mencher ', ' Tuesdays 1-5pm ', ' Summer 2024', ' 8/6-8/20']",440.0,Summer 2024,Tuesday,Beginner,Summer ,1-5pm,Jewelry,2024
