0,1,10,11,2,3,4,5,7,8,9,Primary Contact City,Program Start Date,Program Title,Program Tuition Fee,Semester Description,day,level,semester,time,type,year
Figure Construction & Anatomy with Stu Yellin,6:00-9:00pm,,,2024,,,,Thursdays,Summer,7/11-8/22,Dix Hills,2024-07-11,"['Figure Construction & Anatomy with Stu Yellin ', ' Thursdays 6:00-9:00pm ', ' Summer 2024', ' 7/11-8/22 ']",270.0,Summer 2024,Thursday,,Summer ,6:00-9:00pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Dix Hills,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Wheel Throwing for Teens with Ruth Lowenberg,3:30pm-5:00pm,,,2024,,,,Thursdays,Summer,7/11-7/25,,2024-07-11,"['Wheel Throwing for Teens with Ruth Lowenberg ', ' Thursdays 3:30pm-5:00pm ', ' Summer 2024', ' 7/11-7/25 ']",113.0,Summer 2024,Thursday,,Summer ,3:30pm-5:00pm,Pottery,2024
Wheel Throwing for Teens with Ruth Lowenberg,3:30pm-5:00pm,,,2024,,,,Thursdays,Summer,7/11-7/25,,2024-07-11,"['Wheel Throwing for Teens with Ruth Lowenberg ', ' Thursdays 3:30pm-5:00pm ', ' Summer 2024', ' 7/11-7/25 ']",113.0,Summer 2024,Thursday,,Summer ,3:30pm-5:00pm,Pottery,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Freeport,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Central Islip,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Open Studio w/Model - Short Pose,6pm-9pm,7/3-8/21,,2024,Gottlieb,,,Weds,Summer,Linda,Huntington,2024-07-03,"['Open Studio w/Model - Short Pose ', ' Weds 6pm-9pm ', ' Summer 2024', ' Linda Gottlieb ', ' 7/3-8/21 ']",237.0,Summer 2024,Wednesday,,Summer ,6pm-9pm,Visual Arts,2024
Figure Construction & Anatomy with Stu Yellin,6:00-9:00pm,,,2024,,,,Thursdays,Summer,7/11-8/22,Fort Salonga,2024-07-11,"['Figure Construction & Anatomy with Stu Yellin ', ' Thursdays 6:00-9:00pm ', ' Summer 2024', ' 7/11-8/22 ']",270.0,Summer 2024,Thursday,,Summer ,6:00-9:00pm,Visual Arts,2024
Summer Pre-College Portfolio Development Program,3:8/13-8/16,,,,,,,Session,,,LLoyd Harbor,2024-08-13,"['Summer Pre-College Portfolio Development Program ', ' Session 3: 8/13-8/16']",550.0,SAA 2024,,,SAA ,Summer Pre-College Portfolio Development Program,Visual Arts,2024
Beginner and Intermediate Silversmithing with Marla Mencher,1-5pm,,,2024,,,,Tuesdays,Summer,8/6-8/20,DIX HILLS,2024-08-06,"['Beginner and Intermediate Silversmithing with Marla Mencher ', ' Tuesdays 1-5pm ', ' Summer 2024', ' 8/6-8/20']",440.0,Summer 2024,Tuesday,Beginner,Summer ,1-5pm,Jewelry,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,West Babylon,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,West Babylon,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Bay Shore,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Sayville,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,East Northport,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Handmade Stamps and Cardmaking Workshop with Anna Laimo,2024,,,7/12&7/1911am-2pm,,,,Summer,Friday,,Hauppauge,2024-07-12,"['Handmade Stamps and Cardmaking Workshop with Anna Laimo ', ' Summer 2024', ' Friday 7/12 & 7/19 11am-2pm']",105.0,Summer 2024,Friday,,Summer ,7/12&7/1911am-2pm,Craft,2024
Handmade Stamps and Cardmaking Workshop with Anna Laimo,2024,,,7/12&7/1911am-2pm,,,,Summer,Friday,,Huntingtion Station,2024-07-12,"['Handmade Stamps and Cardmaking Workshop with Anna Laimo ', ' Summer 2024', ' Friday 7/12 & 7/19 11am-2pm']",105.0,Summer 2024,Friday,,Summer ,7/12&7/1911am-2pm,Craft,2024
Handmade Stamps and Cardmaking Workshop with Anna Laimo,2024,,,7/12&7/1911am-2pm,,,,Summer,Friday,,Melville,2024-07-12,"['Handmade Stamps and Cardmaking Workshop with Anna Laimo ', ' Summer 2024', ' Friday 7/12 & 7/19 11am-2pm']",105.0,Summer 2024,Friday,,Summer ,7/12&7/1911am-2pm,Craft,2024
"SAA - Young Artists Ages 9-10, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",,,,,,,,,,,Dix Hills,2024-07-15,"['SAA - Young Artists Ages 9-10, Session 2 ""Camouflaged Kingdom"", 7/15-7/19']",586.0,SAA 2024,,,SAA ,"SAA - Young Artists Ages 9-10, Session 2 ""Camouflaged Kingdom"", 7/15-7/19",EVERYTHING,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Huntington Station,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
SmartPhone Photography 101 with Holly Hunt,7/17-7/31,,,2024,,,,Wednesdays,Summer,6:30pm-8:30pm,Huntington Station,2024-07-17,"['SmartPhone Photography 101 with Holly Hunt ', ' Wednesdays 7/17-7/31 ', ' Summer 2024', ' 6:30pm-8:30pm ']",175.0,Summer 2024,Wednesday,,Summer ,6:30pm-8:30pm,Visual Arts,2024
Figure Construction & Anatomy with Stu Yellin,6:00-9:00pm,,,2024,,,,Thursdays,Summer,7/11-8/22,Shrub Oak,2024-07-11,"['Figure Construction & Anatomy with Stu Yellin ', ' Thursdays 6:00-9:00pm ', ' Summer 2024', ' 7/11-8/22 ']",270.0,Summer 2024,Thursday,,Summer ,6:00-9:00pm,Visual Arts,2024
SmartPhone Photography 101 with Holly Hunt,7/17-7/31,,,2024,,,,Wednesdays,Summer,6:30pm-8:30pm,Northport,2024-07-17,"['SmartPhone Photography 101 with Holly Hunt ', ' Wednesdays 7/17-7/31 ', ' Summer 2024', ' 6:30pm-8:30pm ']",175.0,Summer 2024,Wednesday,,Summer ,6:30pm-8:30pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Northport,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Northport,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Northport,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Northport,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Northport,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13,2024,,,,,,,Summer,1-3pm,,Northport,2024-07-13,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 7/13 ', ' Summer 2024', ' 1-3pm']",0.0,Summer 2024,Saturday,,Summer ,1-3pm,Visual Arts,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/13,Melville,2024-07-13,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/13 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/13,NY,2024-07-13,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/13 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
Young Artists Ceramic Hand Building with Rachel Woelfel,2024,7/6-8/24,,9:30-11am,6-10,,,Summer,Saturday,Ages,East Northport,2024-07-06,"['Young Artists Ceramic Hand Building with Rachel Woelfel ', ' Summer 2024', ' Saturday 9:30-11am ', ' Ages 6-10 ', ' 7/6-8/24 ']",247.0,Summer 2024,Saturday,,Summer ,9:30-11am,EVERYTHING,2024
SmartPhone Photography 101 with Holly Hunt,7/17-7/31,,,2024,,,,Wednesdays,Summer,6:30pm-8:30pm,Smithtown,2024-07-17,"['SmartPhone Photography 101 with Holly Hunt ', ' Wednesdays 7/17-7/31 ', ' Summer 2024', ' 6:30pm-8:30pm ']",175.0,Summer 2024,Wednesday,,Summer ,6:30pm-8:30pm,Visual Arts,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/13,Melville,2024-07-13,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/13 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
Summer Art Adventure,Two:July22-August2,,,ArtistsAges13-14,,,,Session,Mature,,Dix hills,2024-07-22,"['Summer Art Adventure ', ' Session Two: July 22 - August 2', ' Mature Artists Ages 13-14 ']",1041.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Everything I Know About Pen & Ink Workshop with Zach Schrage,6-9pm,,,2024,,,,Wednesdays,Summer,7/24-8/7,Greenlawn,2024-07-24,"['Everything I Know About Pen & Ink Workshop with Zach Schrage ', ' Wednesdays 6-9pm', ' Summer 2024', ' 7/24-8/7  ']",260.0,Summer 2024,Wednesday,,Summer ,6-9pm,Visual Arts,2024
"SAA - Young Artists Ages 9-10, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",,,,,,,,,,,East Northport,2024-07-29,"['SAA - Young Artists Ages 9-10, Session 4 ""Groovy \'Florally\' Fluorescents"", 7/29-8/02']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
"SAA - Young Artists Ages 9-10, Session 5 ""Prismal Color Warp"", 8/05-8/09",,,,,,,,,,,Northport,2024-08-05,"['SAA - Young Artists Ages 9-10, Session 5 ""Prismal Color Warp"", 8/05-8/09']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
"SAA - Young Artists Ages 6-8, Session 5 ""Prismal Color Warp"", 8/05-8/09",,,,,,,,,,,Northport,2024-08-05,"['SAA - Young Artists Ages 6-8, Session 5 ""Prismal Color Warp"", 8/05-8/09']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Intermediate Watercolor with Liz Fusco,9am-11am,,,2024,,,,Tues,Summer,7/2-8/20,,2024-07-02,"['Intermediate Watercolor with Liz Fusco ', ' Tues 9am-11am ', ' Summer 2024', ' 7/2-8/20 ']",323.0,Summer 2024,Tuesday,Intermediate,Summer ,9am-11am,Visual Arts,2024
Summer Art Adventure,Two:July22-August2,,,ArtistsAges11-12,,,,Session,Mature,,East Northport,2024-07-22,"['Summer Art Adventure ', ' Session Two: July 22 - August 2', ' Mature Artists Ages 11-12 ']",1041.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/20,Nesconset,2024-07-20,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/20 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
Open Studio w/Model - Short Pose,10:30am-1:30pm,7/11-8/22,,2024,Gottlieb,,,Thurs,Summer,Linda,West Babylon,2024-07-11,"['Open Studio w/Model - Short Pose ', ' Thurs 10:30am-1:30pm ', ' Summer 2024', ' Linda Gottlieb ', ' 7/11-8/22 ']",206.0,Summer 2024,Thursday,,Summer ,10:30am-1:30pm,Visual Arts,2024
Summer Art Adventure,Two:July22-August2,,,ArtistsAges11-12,,,,Session,Mature,,Commack,2024-07-22,"['Summer Art Adventure ', ' Session Two: July 22 - August 2', ' Mature Artists Ages 11-12 ']",1041.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Everything I Know About Pen & Ink Workshop with Zach Schrage,6-9pm,,,2024,,,,Wednesdays,Summer,7/24-8/7,Mount Sinai,2024-07-24,"['Everything I Know About Pen & Ink Workshop with Zach Schrage ', ' Wednesdays 6-9pm', ' Summer 2024', ' 7/24-8/7  ']",260.0,Summer 2024,Wednesday,,Summer ,6-9pm,Visual Arts,2024
"SAA - Young Artists Ages 9-10, Session 3 ""Robot Galaxy"", 7/22-7/26",,,,,,,,,,,East Northport,2024-07-22,"['SAA - Young Artists Ages 9-10, Session 3 ""Robot Galaxy"", 7/22-7/26']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
"SAA - Young Artists Ages 6-8, Session 3 ""Robot Galaxy"", 7/22-7/26",,,,,,,,,,,Dix Hills,2024-07-22,"['SAA - Young Artists Ages 6-8, Session 3 ""Robot Galaxy"", 7/22-7/26']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/20,Smithtown,2024-07-20,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/20 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
Summer Pre-College Portfolio Development Program,3:8/13-8/16,,,,,,,Session,,,Fort Salonga,2024-08-13,"['Summer Pre-College Portfolio Development Program ', ' Session 3: 8/13-8/16']",550.0,SAA 2024,,,SAA ,Summer Pre-College Portfolio Development Program,Visual Arts,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/20,Melville,2024-07-20,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/20 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
"The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens",2024,,,8/171pm-4pm,,,,Summer,Saturday,,Greenlawn,2024-08-17,"['The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens ', ' Summer 2024', ' Saturday 8/17 1pm-4pm']",55.0,Summer 2024,Saturday,,Summer ,8/171pm-4pm,EVERYTHING,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/20,Melville,2024-07-20,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/20 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
"The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens",2024,,,8/171pm-4pm,,,,Summer,Saturday,,Patchogue,2024-08-17,"['The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens ', ' Summer 2024', ' Saturday 8/17 1pm-4pm']",55.0,Summer 2024,Saturday,,Summer ,8/171pm-4pm,EVERYTHING,2024
Everything I Know About Pen & Ink Workshop with Zach Schrage,6-9pm,,,2024,,,,Wednesdays,Summer,7/24-8/7,Brightwaters,2024-07-24,"['Everything I Know About Pen & Ink Workshop with Zach Schrage ', ' Wednesdays 6-9pm', ' Summer 2024', ' 7/24-8/7  ']",260.0,Summer 2024,Wednesday,,Summer ,6-9pm,Visual Arts,2024
The Painters Path with David Peikon,1:30-4:30pm,,,2024,,,,Thursday,Summer,7/25-8/22,Northport,2024-07-25,"['The Painters Path with David Peikon ', ' Thursday 1:30-4:30pm ', ' Summer 2024', ' 7/25-8/22 ']",345.0,Summer 2024,Thursday,,Summer ,1:30-4:30pm,Visual Arts,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/27,Huntington,2024-07-27,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/27 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
"The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens",2024,,,8/171pm-4pm,,,,Summer,Saturday,,Hauppauge,2024-08-17,"['The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens ', ' Summer 2024', ' Saturday 8/17 1pm-4pm']",55.0,Summer 2024,Saturday,,Summer ,8/171pm-4pm,EVERYTHING,2024
"SAA - Young Artists Ages 9-10, Session 3 ""Robot Galaxy"", 7/22-7/26",,,,,,,,,,,West Islip,2024-07-22,"['SAA - Young Artists Ages 9-10, Session 3 ""Robot Galaxy"", 7/22-7/26']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
The Painter's Path with David Peikon,2024,,,10am-1pm,-8/22,,,Summer,Thursdays,7/25,Stony Brook,2024-07-25,"[""The Painter's Path with David Peikon "", 'Summer 2024', ' Thursdays 10am-1pm ', ' 7/25 - 8/22 ']",345.0,Summer 2024,Thursday,,Summer ,10am-1pm,Visual Arts,2024
The Painter's Path with David Peikon,2024,,,10am-1pm,-8/22,,,Summer,Thursdays,7/25,Mastic,2024-07-25,"[""The Painter's Path with David Peikon "", 'Summer 2024', ' Thursdays 10am-1pm ', ' 7/25 - 8/22 ']",345.0,Summer 2024,Thursday,,Summer ,10am-1pm,Visual Arts,2024
The Painter's Path with David Peikon,2024,,,10am-1pm,-8/22,,,Summer,Thursdays,7/25,Northport,2024-07-25,"[""The Painter's Path with David Peikon "", 'Summer 2024', ' Thursdays 10am-1pm ', ' 7/25 - 8/22 ']",345.0,Summer 2024,Thursday,,Summer ,10am-1pm,Visual Arts,2024
"The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens",2024,,,8/171pm-4pm,,,,Summer,Saturday,,GLEN OAKS,2024-08-17,"['The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens ', ' Summer 2024', ' Saturday 8/17 1pm-4pm']",55.0,Summer 2024,Saturday,,Summer ,8/171pm-4pm,EVERYTHING,2024
Painting Pollock Workshop with Kevin Larkin,2024,,,8/210am-12:30pm,,,,Summer,Friday,,Northport,2024-08-02,"['Painting Pollock Workshop with Kevin Larkin ', ' Summer 2024', ' Friday 8/2 10am-12:30 pm ']",100.0,Summer 2024,Friday,,Summer ,8/210am-12:30pm,Visual Arts,2024
"SAA - Young Artists Ages 6-8, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",,,,,,,,,,,Dix Hills,2024-07-29,"['SAA - Young Artists Ages 6-8, Session 4 ""Groovy \'Florally\' Fluorescents"", 7/29-8/02']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
The Painter's Path with David Peikon,2024,,,10am-1pm,-8/22,,,Summer,Thursdays,7/25,Northport,2024-07-25,"[""The Painter's Path with David Peikon "", 'Summer 2024', ' Thursdays 10am-1pm ', ' 7/25 - 8/22 ']",345.0,Summer 2024,Thursday,,Summer ,10am-1pm,Visual Arts,2024
Everything I Know About Pen & Ink Workshop with Zach Schrage,6-9pm,,,2024,,,,Wednesdays,Summer,7/31-8/14,Brightwaters,2024-07-31,"['Everything I Know About Pen & Ink Workshop with Zach Schrage ', ' Wednesdays 6-9pm', ' Summer 2024', ' 7/31-8/14 ']",260.0,Summer 2024,Wednesday,,Summer ,6-9pm,Visual Arts,2024
Everything I Know About Pen & Ink Workshop with Zach Schrage,6-9pm,,,2024,,,,Wednesdays,Summer,7/31-8/14,Mount Sinai,2024-07-31,"['Everything I Know About Pen & Ink Workshop with Zach Schrage ', ' Wednesdays 6-9pm', ' Summer 2024', ' 7/31-8/14 ']",260.0,Summer 2024,Wednesday,,Summer ,6-9pm,Visual Arts,2024
Everything I Know About Pen & Ink Workshop with Zach Schrage,6-9pm,,,2024,,,,Wednesdays,Summer,7/31-8/14,Greenlawn,2024-07-31,"['Everything I Know About Pen & Ink Workshop with Zach Schrage ', ' Wednesdays 6-9pm', ' Summer 2024', ' 7/31-8/14 ']",260.0,Summer 2024,Wednesday,,Summer ,6-9pm,Visual Arts,2024
"SAA - Young Artists Ages 6-8, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",,,,,,,,,,,Dix Hills,2024-07-29,"['SAA - Young Artists Ages 6-8, Session 4 ""Groovy \'Florally\' Fluorescents"", 7/29-8/02']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/27,East Northport,2024-07-27,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/27 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/27,Greenlawn,2024-07-27,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/27 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,7/27,South Salem,2024-07-27,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 7/27 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
"SAA - Young Artists Ages 6-8, Session 5 ""Prismal Color Warp"", 8/05-8/09",,,,,,,,,,,Coram,2024-08-05,"['SAA - Young Artists Ages 6-8, Session 5 ""Prismal Color Warp"", 8/05-8/09']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Summer Pre-College Portfolio Development Program,2:7/30-8/9,,,,,,,Session,,,Dix Hills,2024-07-30,"['Summer Pre-College Portfolio Development Program ', ' Session 2: 7/30-8/9']",1100.0,SAA 2024,,,SAA ,Summer Pre-College Portfolio Development Program,Visual Arts,2024
Summer Pre-College Portfolio Development Program,2:7/30-8/9,,,,,,,Session,,,Dix Hills,2024-07-30,"['Summer Pre-College Portfolio Development Program ', ' Session 2: 7/30-8/9']",1100.0,SAA 2024,,,SAA ,Summer Pre-College Portfolio Development Program,Visual Arts,2024
Summer Pre-College Portfolio Development Program,2:7/30-8/9,,,,,,,Session,,,Plainview,2024-07-30,"['Summer Pre-College Portfolio Development Program ', ' Session 2: 7/30-8/9']",1100.0,SAA 2024,,,SAA ,Summer Pre-College Portfolio Development Program,Visual Arts,2024
"The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens",2024,,,8/171pm-4pm,,,,Summer,Saturday,,Huntington Station,2024-08-17,"['The Secret Arts of Hunting and Gathering, Cutting and Tearing, Gluing and Pasting Workshop with Derek Owens ', ' Summer 2024', ' Saturday 8/17 1pm-4pm']",55.0,Summer 2024,Saturday,,Summer ,8/171pm-4pm,EVERYTHING,2024
"SAA - Young Artists Ages 9-10, Session 4 ""Groovy 'Florally' Fluorescents"", 7/29-8/02",,,,,,,,,,,Dix Hills,2024-07-29,"['SAA - Young Artists Ages 9-10, Session 4 ""Groovy \'Florally\' Fluorescents"", 7/29-8/02']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
"SAA - Young Artists Ages 9-10, Session 5 ""Prismal Color Warp"", 8/05-8/09",,,,,,,,,,,New York,2024-08-05,"['SAA - Young Artists Ages 9-10, Session 5 ""Prismal Color Warp"", 8/05-8/09']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
"SAA - Young Artists Ages 6-8, Session 5 ""Prismal Color Warp"", 8/05-8/09",,,,,,,,,,,Dix Hills,2024-08-05,"['SAA - Young Artists Ages 6-8, Session 5 ""Prismal Color Warp"", 8/05-8/09']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
"SAA - Young Artists Ages 9-10, Session 5 ""Prismal Color Warp"", 8/05-8/09",,,,,,,,,,,Bay Shore,2024-08-05,"['SAA - Young Artists Ages 9-10, Session 5 ""Prismal Color Warp"", 8/05-8/09']",586.0,SAA 2024,,,SAA ,,EVERYTHING,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,8/3,Melville,2024-08-03,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 8/3 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
Ceramics Open Studio,2024,,,12:30-3:30pm,,,,Summer,Saturdays,8/3,Lindenhurst,2024-08-03,"['Ceramics Open Studio ', ' Summer 2024', ' Saturdays 12:30-3:30pm ', ' 8/3 ']",35.0,Summer 2024,Saturday,,Summer ,12:30-3:30pm,Pottery,2024
